Review #,Rating,Year/Month,Reviewer Location,Review Title,Review Text
889,1.0,Jun 2017,"Edmonton, Canada ",the most miserable place on earth ,my husband and I only lasted 3 hours in this park. The lines were outrageous - 3 hours at least to wait for any of the good rides. We waited 40 minutes in line for a fast pass only to find out the fast pass for the roller coaster was sold out by the time we got to the front (about noon) and so we had to get it for the buzz light year ride. When we went on that ride it broke down 4 times while we were on it. We went for lunch and couldn't find a spot to sit. All the fast passes were sold out by 1 for every single ride. The wait time for secondary rides (ie the dumb ride for example) was 110 minutes. And the queue lines are just people pushing and shoving each other - they have security guards monitoring everything.  Two guys got in a fist fight in the past pass line. It is the most crowded park we have ever been to. We were kind of disappointed that Disney wouldn't limit the amount of tickets sold. It was so terrible. If you like Disney do not go to this park. 
890,2.0,Feb 2017,"Miami, FL ",Even not crowded you will not find...,"You will not find fast pass tickets to any attraction and people will leave anything else for the main attractions of the park meaning that if there is 1000 people visiting 997 of them will be making a 3 4 hours line on the main attraction and then going ot packed the next one... Even when is not crowded and you get there as soon as they open you will not be able to rent and stroller on the customer services office, but as soon as you walk 50m from the entrance you will be approached by an ordinary lady to offer you any of the 25 strollers she got parked 10 meters away... of course for the double or triple of the official fee... and no one notices it... I mean no staff even realizes... conveniently. Even when is not crowded will be impossible to get a balloon for your kids from the Disney employee because of the crowd fighting to take them by force or intimidation... but 20 minutes later those threatening guys will approach you smiling to offer you as many balloons as you want for the triple of the quadruple of the original price…Even when is not crowded there will be someone trying to cut the line in front of you with all naturality.Even when is not crowded and you run to get a fast pass immediately, fast passes will be sold out to who knows who because there is not even a line in the office (the only place without lines in the park… They should implement same efficiency everywhere) … but as soon as you get to the fast pass attraction someone will approach you to offer as many fast passes as you would need for almost the same price of the park ticket… And so on… The only awesome thing was the Cheesecake Factory… by the way if you plan to stay on the hotel resorts don’t go for the toy story one… is like the guard’s hut in the park…. You’ll be much better elsewhere… or go for the main hotel… From all my Disney’s this was by far the less magical… not even the Tron ride can compensate all the flaws…And the Lion King theater balcony seats on the first row… not worth! And you must beg for some sort of additional stool or something for your shorties… because anything you need they will get it after the show starts… meaning no first 15 minutes of the play for you…And I was so happy to have a closer Disney… won’t be back in years…"
891,4.0,Jun 2017,"Nottingham, UK ",Interesting,The rides and castle are amazing and clean. The only thing that annoyed us was the people selling fake Disney items in the queues for rides pushing past you constantly. Also not being able to get a fast pass as people go in early get them and start selling them for a lot of money in the afternoon.
892,2.0,Jun 2017,"Newcastle upon Tyne, UK ",3 hour queues for rides and they aren't filling the seats up! Utter joke!! ,"We visited on a Wednesday and booked our tickets online. Arrived at the park at 9am to queue for over an hour just to get through security. We then queued for nearly 2 hours to get through the ticket stand - this is with pre-booked tickets. The queues are not an orderly fashion and just a big space with everyone pushing to get to the front, and are actually quite dangerous, a fight broke out in the line between a few women. The security were also horrible and shouting at customers for no apparent reason.We got in the park just after 12pm and didn't leave until 9.30pm and managed to get on 3 rides!! I fully expect to queue for at least an hour for rides but 3 hours is ridiculous. THEN when we reached the front we noticed they weren't filling the rides full, there were 8 empty seats on our ride alone!! Joke! We did not even get to see 2 sections of the park, or visit the souvenir shops, with just a 5 minute stop to eat a hotdog we were constantly on the move and didn't cover a lot of the park. We tried to visit some shops and get one more ride in towards the end of the night when queues were down to 30 minute wait, but you literally can not move as everyone gathers round the castle for the fireworks at 8.30 and they leave no pathway, we had to push and struggle our way through!! The show on the castle is great, probably the best bit, fireworks are pitiful but you don't need them when you have the animation going on. The toilets were a mess, there is no bin provided so everyone has piled their toilet roll on the floor by the loo - disgusting!! Make sure you buy your return metro ticket in advance as more queues for these, and be prepared to battle on the metro as well. The Chinese don't realise everyone will get on you just have to be patient, the pushing and shoving with kids as well, is unreal and another fight broke out on the metro! Overall if they are going to have such a huge attraction they need to be able to cope with the demand for it. Stop being so greedy and limit the amount of people permitted in to the park so they can enjoy all it has to offer. Personally I would not return or recommend and it does not come close to Disneyland Paris. "
893,3.0,Jun 2017,"Dallas, TX ",Great Park But Too Crowded!,"The park is so detailed, beautiful and clean but that is overshadowed by the immense crowds that swarmed us. We went on a random weekday (and bought tickets online) and it still took us 2.5 hours to finally get in the park once we arrived. The lines were outrageous inside the park as well and we were only able to ride 1 ride. Disappointing day. "
894,1.0,Jun 2017,Indonesia ,Very bad experience ,"I visit shanghai disneyland 28th june 2017 and I had a very bad experience. Most local people didnt want to queue, they open the fence from the garden when in peter pan flight area. No officer was there. About 20people passed it. Many rubbishes all over the park, it's dirtiest disneyland compare with the one in japan and hongkong. Most local people very rude"
895,4.0,Jun 2017,"Bengaluru, India ",Magical & beautiful but you need to plan to have a great time,"OK so this a beautiful park with great attention to detail but it is not for the lazy or even people who want to enjoy it leisurely in their own sweet time. This is true at least for this month - June when kids here in China have their summer holidays going on. We earlier planned on visiting the park on weekdays.. But as we closely started monitoring wait times from first week of June, we realised that the wait times around this month was higher on weekdays than on weekends.. Only to find out later that kids here have summer holidays going on. So we took a chance and went on a Sunday June 25th (my birthday yay) and we were right.. The wait times were considerably less. My  husband rode Tron 3 times and we covered almost all rides in just one day. Tips :1. This decides how your day basically goes. Get there by 7. This is the biggest win for you if you are there by 7 AM in the morning. The queue for fastpass starts as early as 8 AM in the morning. And you will need at least an hour to enter the park. So 7 is your magic number. We were staying near pusan which is just four metro stops away from Disneyland.2. Just run and get your first fastpass for Roaring rapids or Soaring over the horizon. 3. Wait in line for either seven dwarf or Pirates as early as 8:30 AM in the morning when the wait time is just about 15-20 mins around that time. 4. If there is a single rider option please use it... For every ride that has single rider just GO. 5. Also from the past week I think the rides are operating till 10PM in the night. So make use of it. Me and my husband were there from 7 AM till 10PM in the night along with our 2 year old who loved every single ride BTW :) 6. My last ride of the day was seven dwarfs at around 9:20 PM when the wait time was just 10-15 mins and my husband rode Tron 2 times at the end of the night at around 9:50PM ..there were just two others with him in the entire Ride which he says was the best Part. I see a lot of bad reviews here and I know why.. If a person has to wait in line for 250 mins to get on a 2 mins ride it's only sane to rate it as poor or terrible. But quite frankly my family thoroughly enjoyed this park because we are the kind of people who love to plan and strategies stuff and we love a lot of running around/physical exhaustion & shanghai disneyland gave us just that(Park is hugeeee).. It kept us engaged, made us think of  strategies to skip queues and it all worked out well for us. I am snatching a star away because a guy cut the line and I told him it's not okay to which he let me get ahead of him but still nobody said a word not even the cast member right in front of us. But then again this is understandable since I too come from a country with a population of 1.3 billion people.. When population is that high even if 1% of people misbehave it still accounts to 10 million people being rude or unruly. All part and parcel of densely populated countries. We had a great time here and highly recommend only if you can get there early. And please do plan ahead.  I would like to thank all the reviews here on TripAdvisor. Helped us a lot. Thanks :)"
896,4.0,Aug 2016,"Jakarta, Indonesia ",It Is Big!,"No kidding, it is the biggest Disneyland/Magic Kingdom!But it will take some time before we can call it the best. While some attractions worth the buzz like Tron Lightcycle and the best Pirates of the Carribean ride in the world, most attraction are copies of other Disney rides around the world.Let's see for another 5 to 10 years if most empty lots will already be filled with more attractions and if the visitors' habits will be more orderly mannered. Let's see if there will be another Disney theme park next to the ""Land"", 2 lands is always better than 1. Notes: Non-Chinese speaking visitors may find it hard to experience optimal fun since some supposedly very fun shows are presented in Chinese only."
897,2.0,Jun 2017,"Dubai, United Arab Emirates ",Waste of time and money. Just dont!!,"Been to a few around the world and this is by far the worst. We arrived early, 7.30am, before the gates had opened. Even though the ques were long we got in reasonably quickly, maybe 25 minutes. The single biggest issue is the waiting time for the rides. Up to 4 (yes FOUR) hour for the good rides after maybe 10am, One of our kids went on a good one as soon as we arrived and waited maybe 30 minutes. This quickly blew out to 2 hours.  Assuming profitability they need to invest in more rides or restrict the amount of people they let in. For example, there is a canoe paddle ""ride"" which was only a 90 minute wait. The reason it takes so long is there are only 3 canoes where I reckon they could easily accommodate 6. Such a shame as the park is new, clean and reasonably well organised.  You need to explain to your kids that if you go you will wait in ques for hours.  Personally I would give it a miss and find something else to spend the time and money on."
898,3.0,Jun 2017,"Cambridge, UK ","Magical setting, haunting crowds ","As far as Disney parks go, this is up there with the best! It's very clean, filled with colour and brings out your inner child and fond memories of Disney! As a new park, it's understandably still getting things right! We went on a weekday, thinking it may be a tad quieter. Boy we're we wrong! We queued for over an hour just to get a ticket from the box office (although this is available online too), and then queued a further 45 minutes to get into the park through security. Once inside, the shortest queue was around an hour, and the bigger attractions up to three hours. In short, in six hours we had managed to get on the pirates of the Carabian ride and Tron. Both were very good, however Tron was rather short! There was a lack of characters around the park itself, throughout the entire day I didn't see Mini or Mickey once! The castle itself never even had characters nearby! The food in the park is bog standard take away options, but reasonably priced. Overall what could have been a lovely day was ruined with huge waiting times.  "
899,3.0,Jun 2017,"Marietta, GA ",Have a magical day... waiting in line!,"My family from Georgia, United States, had a mixed experience at Shanghai Disney during our visit on June 12-13, 2017, mainly because there were not enough attractions for the number of people at the park. We stayed at the Toy Story Hotel nearby and made the mistake of not arriving early at the park. I'm guessing you need to get to the gates a half hour or so before they open at 8 am - we were lining up at around 9:30 and didn't get inside the park until 10-10:30 because there is a long security line and then a long line at the actual gate. The best attractions fill up quickly, and all Fast Passes were distributed by noon. Also, you are only allowed to select one Fast Pass at a time (after a 30-45 minute wait in line), all ticket holders must be present to receive a Fast Pass (this is to deter the Fast Pass black marketers), and you must wait two hours to receive another Fast Pass. Even though we were there on rainy days, the crowds seemed undeterred, and the park app showed afternoon lines in excess of 1 hour at all the attractions, even the less popular ones. The most popular attractions were 3 hours plus.I think my misery peaked on the second day when we waited 90 minutes for a 2-minute Peter Pan ride while holding my sleeping 2-year-old (same as the ride in the US, by the way). We weren't able to go on the highly recommended Soaring attraction because of the wait times, and I believe that is one ride you should try to do very early in the day. The best experiences we had came down to pure luck. For example, we happened to be near the Pirates of the Caribbean attraction late one day when they reopened the line, so we were able to dash through for two quick trips. Maybe this is a rare thing to have happen, but you might try lurking around the entrances to the most popular attractions around closing time to see if any short-line ""bargains"" pop up.All the shows are in Mandarin Chinese, but still very enjoyable, Disney-quality productions. Don't miss the Jack Sparrow stunt show. I also liked the Star Wars exhibit, which seemed tucked away and unappreciated by the mostly local crowd. I mean, no wait to have your photo taken with Darth Vader and C3PO... how cool is that? (Chinese Vader says ""hao, hao"" in that creepy mechanical voice)The parade is worth seeing (we took a spot along the route in Tomorrowland about 20 minutes before it started and had a good view) and the character lunch at the Royal Banquet Hall was a relaxing break from the crowds and long lines, if you don't mind shelling out more than 1000 Yuan for a 4-person meal. Overall a good park, but crowds and long lines limited what we were able to do and made it a mediocre experience. Until the FastPass system is improved and there are more attractions to absorb the crowds, I won't be going back."
900,1.0,Jun 2017,N/A,I've seen them all -- and this is the worst... in the WORLD!,"Don't be dissuaded by my negativity.  If you have any specific questions, I'll care to elaborate but let me tell you this:  There is no down days or 'off' days when the Chinese come to Disneyland.  They will show up in masses -- and this place will be jammed packed by 9am.  So let me tell you 3 things you will find at this Disneyland vs the rest of the world:1) This place is very small (1st stage only) for now. And if you are familiar with how the fast pass system works let me tell you the Soarin' ride IS without a doubt the most frequented ride in SH Disneyland -- they will be entirely unavailable by 9am.  That's right, Every time slot for the whole day will be filled in 1 hour. 2) Disneyland has employed only a handful of security guards to work the front entrance.  It will take you an hour to get through the first que (security), unless you arrive within an hour before gates open. It's pathetic. 3) Unlike the rest of the entire world, Disneyland SH will not limit the number of tickets sold in the day.  If you decide to arrive lat morning around 9 or 10 -- I wish you the best of luck.  The major 3 or 4 rides will be out of Fastpasses, and the wait times will be well over 180 minutes.  4) You cant trust the app.  If the minute counter says 210 minutes fughetaboutit!  That could mean 400 minutes.  OK 4 things.  Spend you money elsewhere.  Shanghai Circus on Line 1 is amazing and half the money as Crappyland in Shanghai."
901,1.0,Jun 2017,N/A,Not suitable for foreign visitors ,Purely cater for the domestic market. People at the park are rude and all fast ticket are being controlled by the mafia even have people selling counterfeit in the park itself and not one seem to bother by it not even the park staff.
902,4.0,Jun 2017,"Mumbai, India, ",Great but too crowded,"Visited the Shanghai Disneyland on Monday and the first disappointment was the rain which lasted throughout the day.Then, it took us more than an hour to enter the Park as we had to get in queues twice for security check & entrance ticket check.After our entry, we went to the Marvel section, Troy in Tomorrowland, Jet Pack, Pirates of the Caribbean, Camp Discovery, etc.While we had all fun despite the showers, our wait time in Tron was 240 minutes and JetPack was 60 minutes which ate up a large part of our day.The highlight of the visit was Tron which despite the long wait was an awesome ride. I persuaded my family to go for the ride and they all were glad later that they went for it.Don't miss Tron. Two advises for visitors :-a) Reach prior to 8 am so that you can get the fast pass, it saves hell of a time.b) Carry your mobile phones for Tron so that you can capture images / videos of the beautiful atmosphere and the ride tracks."
903,4.0,Jun 2017,United Kingdom ,Disney in the rain ,"Despite the ridiculously wet weather (I think we chose the only day it would rain in June) we thoroughly enjoyed our time at disney! We didn't go on the rides as we had our 7 month old daughter with us, but we decided to buy a passport and find the locations to fill it in... this way we got to see the whole park. One slight downside is that you are unable to take pushchairs into any of the attractions... very annoying when you have a sleeping child... also some of the shows, it said doors close 10 minutes before but some of them won't let you in if there's 15 minuteswe are our meal at The fast food place near the tron ride and it was delicious! We ordered a kids meal and an adult meal, and actually they were the same size (so would recommend this as a way to keep the costs down) There is also a facility for babies near the first aid centre where you can breastfeed, feed and change your baby (although you can change them in the disabled toilets located around the park), it was very clean and the staff friendly (although they don't speak English, so be prepared with your Chinese) the only problem I had was it was far too hot! They need to turn on the aircon! We will definitely be returning when our daughter is older! "
904,5.0,Jun 2017,"San Carlos, CA ",Disney lovers will not be disappointed,"This is the 5th notch in our Disney belt and it did not disappoint.  It covers more ground than Hong Kong and Anaheim, and offers different options to the same theme: Tron instead of Space Mountain, an updated Pirates that is spectacular, Soaring over China.  Our day wasn't too crowded, but there were still 120-150 minutes for some lines, so we missed a few things.  You need to organize your rides and the need for FastPasses. There is even a high-ropes course area. It was a fun change of pace so wear decent shoes and you can go.  "
905,1.0,Jun 2017,N/A,Outrageous!,"In our stay in Shanghai we decide to visit Disneyland last Saturday. I noticed several bad reports in the Tripadvisor, but the good ones were a lot bigger and we wanted to get our daughter there, her first time at Disneyland. Well the experience was not as we imagined and we regret a lot for getting our daughter there! The place was so crowded, clearly with more people that it could bear! Immense queues to get in the entertainments, waiting time ranging between 120 and 180 min! We couldn't tolerate such long waiting time, we felted not respected at all. The food was also of a very low standard and expensive! In the food court near Tron I tried the worst burger I have ever tasted! Why not have MacDonald's or Burger King doing the professional work? Clearly the goal of Disney Shanghai is to put as many people as they can inside to maximize their profit not caring about the quality of their service or even for people's safety! Two hours standing in a queue with kids? Is this the respect that Disney pays to their customers? That was a very bad joke! How many entertainments we could get in one day waiting such as long time? This was the far most outrageous situation that I had ever faced in a theme park before. And I never could imagine finding it at Disneyland! I felt so sad for disappointing my daughter and completed cheated for have paid for a service that I haven't had. It was a sunny day and the place was so crowded with so many people with umbrellas bumping you around that we decided to leave by 4 pm before have an eye punctured. And about those Excellent comments? Now I realized that they were too professional to be from a real customer..."
906,1.0,Jun 2017,"Sopot, Poland, ",One of the biggest mistakes during my long holiday ,"I was first time in Disneyland and definitely the last one. It was a Friday, not bank holiday, not summer and between 9:00 and 19:00 I have managed to use 4 attractions! It is big misunderstanding! First 90 minutes staying in queue for security,  purchasing tickets and entrance. No organisation at all! Then 90 minutes to attraction nr 1, 120 minutes to attraction nr 2, over 180 minutes to third one and when I finished the last it was getting dark. And it was with only small break for some expensive snack. I was in many amusement parks in the world as for example Six Flags in USA or Tivoli in Copenhagen. Dianeyland Shanghai is big misunderstanding. They are not prepared for such big amount of tourists. There is not enough attractions. For this nr of visitors it should be 4 times larger. Please avoid it because you will feel as a fool as me. I feel honestly cheated. Shame of you management and owners ! Never again."
907,5.0,May 2017,"Shenzhen, China ",Too much fun!,"We were there when the weather was sunny but not too hot.  The crowd was not what one would consider bad, for this location, that is.  E.g. We had a 30 min. wait for a ride a friend's cousin waited 2 hours for.  It was a blast!  Rides, attractions, activities of all sorts.  Most lines were minimal in length.  Tip:  On the Pirates ride, if you want to have a short wait, take the singles line.  Even if you are with a friend or two, the wait is cut beyond significantly.  You may even end up in the same 'boat.'  The Dwarfs Mine roller coaster has some action.  Some intense curves; not a 'wicked' ride but still with action.  If your friends scream, have them sit ahead of you!  (Then you can save your hearing a laugh at them from behind.)  There's so much to the place you can't see it all in one day.  I can't wait to go back!!Another tip:  Go on a weekday, when schools are in session, but not at the beginning or end of seasonal pass times.  The park says it opens at 8:00, but you can get in line for security, etc., before that.  (It will also test your patience for the lines you will encounter on some rides.)  "
908,2.0,Jun 2017,"Edinburgh, UK ",Falling far short of Disney's usual standards,"Shanghai Disneyland was the only Disney park worldwide I had left to visit. I'm glad I had been to the others first because if this was my first experience of a Disney park I don't think I'd be returning.The infrastructure is totally inadequate to deal with the numbers attending. This is not an inherent issue with the large numbers, as Tokyo Disneyland functions well with similar attendance. To enter the park you initially queue to go through security, this take between 30 minutes to an hour so even if you arrive before opening time do not expect to get in for it. The crowds are uncontrollable and very slow moving. After security, thankfully the ticket gates are quicker although still slow compared to the other parks (if you have purchased your tickets online you go straight to the ticket gates where they will print off your actual ticket upon showing your passport).They have tried to reinvent the wheel with Shanghai Disneyland, and in many respects made things largely nonfunctional. Fastpasses, usually distributed at one area per ride, have been grouped into land distribution areas, resulting in queues often rivalling that of the rides you are trying to get on to quicker. You can buy additional fastpasses, something that is not done at other Disney parks and I believe goes against the spirit of them (this was in response to guests selling theirs within the park). Single rider lines also do not work here, and are often only 5-10 minutes shorter than the main queue. The queues for rides ranged between 30 minutes and 3 and a half hours, with many taking longer than the listed wait time. 8 would strongly recommend downloading the Shanghai Disneyland app before you go. Their is so-do throughout most of the park and it constantly updates with queue times.The cast members unfortunately have little control over the Chinese guests who duck under barriers to get ahead in the queue, push through to board the ride and get into loud arguments with others in competing queues (while queuing for Pirates alone three arguments broke out in the queue that cast members were unable/did not do anything about).Sadly, the guests also treat the park with very little respect. Piles of trash can be found in queues (often only a few metres from a bin) and guests spit in both queues and while walking around the park. I even saw one man selling either second-hand, counterfeit or stolen Minnie Mouse ears out of his backpack in plain sight near Mickey Avenue (the Main St equivalent). You can also expect to be repeatedly pushed by the other guests.All of this is an even greater shame because some of the rides are really good. The Pirates of the Caribbean ride (go into this treating it like an entirely new ride, it is completely different from the other pirates rides worldwide although there are some smart nods to its predecessors) had possibly the best effects of any Disney ride I have been on. The scale and execution is amazing. Similarly, the Tron roller coaster is one of a kind and exhilarating, although the locker system is chaos (particularly concerning if you are trying to make a fastpass slot, it took me roughly half an hour to get a locker). Peter Pan's flight is the classic ride with some new technological additions that made it all the more magical.In terms of food, there are no vegan (and, I think, vegetarian, halal or kosher) food options. Fruit is not available anywhere around the park that I could see.As such a huge Disney fan, it saddens me how much this park lets down the Disney brand and I hope that they find a way to fix the issues I have listed above. I will not be returning until they do, however."
909,5.0,Jun 2017,"Penang Island, Malaysia ",Great Fun with Family,"If you ever visit Shanghai, make sure you don't miss Disneyland!Took my family (with 2 young kids) twice and still did not manage to complete everything. Huge place and every day is crowded. My favorite rides are Pirates of the Carribian, Tron and Seven Drawfs. Rest of the rides are great too. Always an enjoyable fun day with the family there. Advice: Go early if possible (opens 8am) and plan out your activities. May need a few trips to experience everything or 2-3 days. "
910,1.0,Jun 2017,"Hong Kong, China ",Way Too Overcrowded,"Worse visit to a Disney park ever. Decided to come on a week day to avoid the crowds of week-ends. Didn't change much.I dont think the park is limiting in any way the number of ticket sold. Short term profit...It was terrible :3 attractions in 6 hourssome lines were more than 3 hours waitsome children couldn't retain themselves waiting so long and doing natural things on the floor of the lineillegal sellers in the lines of the attraction, selling fake mickey hatseven before 10am some attractions fast-pass were already outIts such a shame as the experience could be fantastic if limits were put on the number of ticket, even if the price would be higher.We left at 3pm as we were fed up of the mess going on."
911,1.0,Jun 2017,N/A,Honestly worst day in Shanghai,"It's weird to read other people recommending going on a rainy weekday to avoid large crowds. My partner and I did just that and we were still faced with impossible queues (some had wait times of more than 3 hours). We completely gave up on other rides after waiting 1 hour 45 mins to go on Tron, a ride that lasted less than 2 minutes. 3 people sneakily pushed infront of us in the queue, one in particular decided to press her body against mine and fake cough to get me to step aside. The food is terrible and expensive and staff were not very helpful, with one person being quite rude when we asked them to repeat what they were saying. We did enjoy the Star Wars launchpad and taking photos with Kylo Ren and Darth Vader. This exhibition centre is tucked away in a corner in Tomorrowland so wasn't as crowded as the other spots. Overall we were sorely disappointed with the experience. Don't bother. Save up for another Disneyland. If you still decide to spend the money to visit the Shanghai one, don't have any expectations. Oh, and download the Shanghai Disney Resort app - so much better than a paper map and also displays wait times for rides. "
912,5.0,Apr 2017,"Edmonton, Canada ",Amazing,"This Disney park was amazing. I have been to every Disney park  in the world, and I can say this park did not disappoint . The attractions, the food, the people , the atmosphere all amazing. Had a great time. "
913,5.0,Jun 2017,"Shanghai, China",2017.6.4 Amazing Trip to Shanghai Disneyland,"Over all Shanghai,this was definitely the best place to go with family, friends. We, three friends went there on June 4. We took ride for Tron, Pirates of the Caribbean, the mine car of the seven dwarfs, and we also experienced an exciting ride on current. The food in this theme park was a little bit expensive though the taste was normal. There was not so many people in the whole park, and the queue was not so long. In conclusion, the theme park is worth the price of the tickets. Recommended!"
914,3.0,Jun 2017,N/A,overcrowded,Arrived with family one hour before it opened on Friday and crowds already formed at entrance. Once opened crowds bolted to attractions before long queues caused waits of forty minutes for each ride. I gave up and left.
915,4.0,May 2017,N/A,"Micky, here I come with my Mini","After having traveled to Hong kong Disney , I was too keen to take my daughter to any one of the Disney parks. To my surprise it was during my china visit that I discovered that latest Disney park has opened in Shanghai! Extremely well connected with metro's , beautifully spanned area , east of access from any corner of the Shanghai city , this place has maintained its magic! Some of the key pointers while going to Disney Shanghai ,1. Well connected with Metro, infact last station is Disney itself .2. Tickets are easily available online.3. Despite heavy rush, very well handled queues 4. You can certainly carry your food - biscuits , sandwiches , juices , mixtures , chocolates etc. 5. Pls carry cap and umbrella 6. Carry prams if taking children below5 years When inside Disney,1. Take the Disney map first 2. Take pics with Mickey goofy Donald in the first half itself as they go back after 4pm ESP Donald and goofy3. Pirates of carrebian   - must do 4. Shows- Lion king, Tarzan , Mickey - very good for children 5. Mickey parade- pls pls ensure you see this ... check the timings , it happens Atleast twice a day "
916,1.0,Jun 2017,"Leeds, UK ",Too many people!!,"Let me start by saying I've spent a long time in China and I am aware of the crowds and number of people here. Disneyland Shanghai is nothing but a money making playground of bumping into rude people, the most ridiculous umbrellas popping out of nowhere and into your face (any chance Disney of letting us know how many eyes were put out last year???), oh and bumping into more people. Queuing is required for everything from moving 1 meter to one side, to waiting for water, to waiting up to 3 hours on a ride that may or may not break half way through, rides that last around 90 seconds. How on earth a stampede does not occur when I imagine 100's of thousands of people are leaving at 8:15pm is beyond me.  Why on earth do you have limitless tickets to be sold each day? People genuinely cannot enjoy this place, anyone rating this place 5 star, either rented the place out for the day for themselves, or have been paid to rate it. Other than the fact this place has created a stupid amount of jobs for Chinese people, it's hard to pick out any positives. The Tron ride was great, the only ride it was possible to get a fast pass for unless you arrive within seconds of opening. The fireworks display was also great - other than having to stand in the same place for an hour, you can't move an inch as it seems other tourists are happy to breath on your neck. Staff were miserable, but I don't think you really care. The place is massive and even with a 2 days pass you couldn't cover everything, unless on a VIP pass. People want a good experience Disney. HK's Disney was 100's of times better than this. Shanghai was more of a nightmare on elm street experience. My advice people is to enjoy Shanghai as the great city it is. Forget visiting Disney here. "
917,5.0,May 2017,"Boynton Beach, Florida ",Shanghai Disney for western seniors,"After reading the tripadvisor reviews we, 2 seniors in their 60s and 70s from Palm Beach Florida, were worried about crowds and lines. We went on a Friday.We took the Shanghai Metro, Line 11 . easy english directions when you push the upper right button on the ticket machine. The metro has full security at entry, so no worries travelling. Announcements and signs in English. Do as they say and buy your return Metro tickets from the machines as you exit the metro.We did not travel during rush hour as we arrived at our hotel jet lagged the night before after a 16 hour flight. On our 1pm metro train we had seats. No lines at entry bagcheck. As tripadvisor recommended we brought only packaged snacks and they were not taken away.we walked right to online tickets with passports, No wait.As we have annual passes to Orlando Disney we were less concerned with seeing every ride, so did not mind that fast passes were long gone.We waited 20 minutes on the single rider line for Pirates, our only ride. Most rides had a 2 hour wait.We enjoyed the Alice Maze, climbed on the Pirate ship (all not in Florida) and the 3pm parade. Best was watching the thousands and thousands of Chinese families. We saw less then 10 westeners, so few that I with my red hair was an attraction and had my picture taked with young chinese children.We enjoyed our hours walking around Shanghai Disney. You have to ask for a bag if you buy a gift.We left at 730pm avoiding the huge after fireworks crowd. Again, seats on the train.So, if you just want to experience the park and don't care about every ride, come later in the day. Park was clean,some cast members spoke english, and everything lights up at dusk."
918,5.0,Jun 2017,N/A,Great for a one day Disney adventure,"My wife and I visited Shanghai Disneyland for the 1st time last Friday and were impressed with the variety of new attractions as well as some old favorites.  First, locals told us to be prepared for long lines and that was true going through security and ticketing.  Guest push and shove to the front of the line like Shanghai taxi drivers in rush hour traffic, but once inside we did not wait for any attraction longer than 40 minutes which is great if you compare it to Disneyland California on any given weekend.  We highly recommend the new pirates of the Caribbean ride and the Tron lightcycle coaster.  Both were cutting edge and unique rides.  The Tarzan show is also a must as it is a mini cirque style production with highflying acrobatics.  We considered the park a pretty good value at about $350 RMB each which is about $58 USD.  Guests from the west should note that the Marvel and Star Wars areas are more like educational museum displays to get locals up to speed on and build interest in the genre.  All in all a really good one day adventure East Meets West Disney Style."
919,4.0,Jun 2017,"Sequim, WA ",We've seen them all!,"Spent two days at Disneyland Shanghai with my honey. Bought a two day senior ticket in advance and saved a few bucks. Shanghai Disneyland is a large property and most of the guests rush around to see as much as possible. The wait for the “fast pass” line was nearly 90 minutes, so we headed directly to the attraction. Found the Tarzan and Pirates shows were well done, even though they are not in English. The Pirates of Caribbean, Soaring over the Horizon and Tron attractions are new and updated to other Disney properties and worth the wait to see/ride.We took the Metro Brown Line #11 for less than one USD directly to the Disneyland Station which crosses all the other Metro trains. If you are staying at the Toy Story hotel there is a free dark blue hotel bus located in the terminal to the right of the Metro Station that will take you to the two Disney Hotels on the property. A free luggage check is available if your room is not ready because check-in is at 15:00 and you want to head to Disneyland. We ate in the Toy Story restaurant and it was average. WiFi was included, but be aware that Google products such as Gmail are blocked in China."
920,3.0,Jun 2017,"Vancouver, Canada ",Long line ups,"We wanted to take our toddler to Disneyland for her birthday but after reading reviews- there's lots of walking, no shade, long lineups, pushy people and better to go on a rainy day. So we went a few days before her birthday on a rainy day.Even on a cold miserable day there were a lot of people and a couple very pushy ones but not as bad as I thought it would be. We were told upon entering the park no English maps but later in the afternoon at a guest services station I spotted some. Most attendants, even the ones manning rides, do not speak English. One cast member kept yelling at my daughter and when I stepped in she started to yell at me. Finally I said, we do not understand Chinese. Please do not assume that all Asians speak Chinese. Many westerners who visited the park pointed out that lack of English was a big problem. The park was pretty clean. There were many workers with brooms and dustpans. We did see tons of people littering even though there was a trash bin 1 foot away. Another turnoff were little boys peeing in line. This is not only unsightly but also unsanitary. It is the norm here as no one seemed to mind. Yuck! The restrooms we used were pretty clean. We did go on the rides we wanted to go on and because of the bad weather it was less crowded by late afternoon but we were wet and exhausted by then. The only ride we did not go on was Soaring. Even in the late afternoon the lineup was long. My husband and daughter waited more than 30 mins in the rain even though they posted it was a 20 min wait. They gave up since it was cold and after 30 mins it appeared it would be another hour or so. Beware- To get into the park you have to go through 3 different lines (security, ticketing, and then entering the park) that took over an hour. Crazy! Fast pass lines are super long. We got one for Tron and because of the weather the regular line was a 25 min wait.I have been to all Disneylands worldwide since I'm a huge fan. I am glad  we went to Shanghai Disney but we do not plan on returning anytime soon."
